bpm,loudness,year,title
126.105,-4.852,2007,Revelations
86.82,-5.981,2003,It's Not Me
99.076,-17.714,1927,Ma Rainey's Black Bottom
129.984,-5.202,2006,I Want It
106.742,-12.743,0,Story Of An Artist (Don't Be Scared)
90.013,-5.644,0,Sajana (Ft Faheem Mazhar)
127.782,-29.75,2000,Segredo
101.167,-5.724,2000,Murder One
174.57,-9.249,0,I Destructor (Lenny Dee Mix)
150.955,-10.764,1984,No Quieras Marcharte
121.201,-9.479,0,D Shuffle Jam (Part 2)
160.981,-15.279,0,When I Was A Cowboy (Western Plains) (LP Version)
173.841,-10.653,0,On My Feet Again
93.056,-9.035,0,If I...
127.547,-20.816,0,Bedroom Acoustics
130.316,-18.245,0,Ju Ju
90.66,-20.359,2010,Ad Te Clamamus Exsvles Mortva Liberi
173.205,-3.306,2001,Deep Sea Creature
127.113,-23.095,0,Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?
116.005,-18.152,2003,Theresa
90.61,-13.12,0,Danny Boy
124.025,-6.097,0,Pak shte te obicham
146.445,-9.99,1981,Old Broom
136.915,-14.876,0,Good Looking Girl Blues
135.407,-9.221,0,Råskevärsrock
169.235,-6.589,0,Cajun Blood
91.981,-8.983,0,Jamboree
130.756,-8.189,0,Poikamies (2009)
120.977,-2.001,0,Til The Victory's Won
150.848,-9.148,1997,Subterranean Homesick Alien
118.052,-7.232,2006,Tell Me Why
60.11,-18.263,0,Lullaby
138.25,-15.01,0,Dance_ Gypsy_ Dance
67.405,-21.835,0,Love Me
172.716,-7.071,0,Good Loving
106.769,-7.974,1998,Damien
76.499,-36.835,1998,The President's Speech
35.931,-23.874,1993,Trong Com
167.954,-4.134,2006,Doble Bombo
135.087,-11.828,0,Mudhump
80.738,-14.28,1987,A Legend In My Time
85.316,-6.076,0,Serve The Ego (Hani Num Dub)
162.876,-7.397,0,Fall In Love [Rub A Dub Mix]
88.761,-17.91,0,Going Home
116.621,-11.766,2003,Still In Love
123.635,-6.664,2009,Closed Eyes
126.4,-2.844,0,Big Guys Throw Cones
89.201,-11.473,0,Railroad Boogie
73.136,-7.434,0,Chanson Réaliste
72.001,-30.293,0,I've Won (Introduction - Speaking)
140.173,-9.911,2007,Le gardien de musée
135.982,-7.769,2005,Sencillamente
88.043,-1.622,2003,Poppin' Them Thangs
85.029,-3.753,2005,Bury Your Head
138.508,-17.941,0,American Journey/IV. Arts and Sports
106.438,-12.597,0,Shuncata Penda
114.011,-9.042,0,Melodica
137.951,-3.854,0,Sailing
121.815,-16.884,0,Hi Ho Silver
92.68,-3.826,0,Slamka Spasa
83.065,-22.196,0,Kanaka 'o Mose
225.669,-3.959,1995,Between Eunice & Opelousas
94.777,-8.726,1992,Monarchy Now
96.212,-13.873,0,When Those Two Towers Fell
117.985,-6.748,2006,Shadow
165.546,-8.225,2004,Big Business
95.243,-8.612,0,La Sitiera
64.811,-9.074,2009,I'm Not Done
102.95,-14.493,0,Close Up
95.655,-15.653,0,Sittin' On Top of the Wolrd
133.925,-8.57,0,It Must Be
81.111,-9.492,1973,Bo Diddley
136.95,-12.371,0,The Truth
162.855,-11.124,0,Teenage Baby (Digitally Remastered)
144.803,-9.105,2009,Ignis
122.403,-7.005,0,So Many Books ... (The Word Album Version)
78.453,-12.839,2006,What Would You Do
118.713,-15.777,0,Drummer's Circle
81.38,-12.586,0,Kong
141.836,-4.379,2006,Post-Toxic Finger Disorder
100.295,-10.56,0,Lotus Kiss
81.901,-7.837,2004,Intro
77.5,-14.711,0,Qui Donc A Changé ?
201.951,-4.994,0,When You're Hot_ You're Hot
101.455,-16.724,2006,Church Hangover
157.909,-5.025,2006,The Ride (Album)
159.702,-9.191,1998,No Survivors
118.041,-7.087,2006,I Got Stripes (Live)
123.007,-12.161,0,The Contracting Perception Of Consciousness
119.428,-9.033,1999,Her Golden Robe In Silence Veiled
89.995,-11.459,0,Two Little Fishes_ Five Loaves Of Bread
180.129,-8.506,0,The Greed Of Our Stare
74.809,-11.663,1974,Same Old Song
100.081,-11.105,2005,Rockin' Every Night (Live)
152.214,-6.774,2002,Walk Away
107.087,-13.637,2003,Mais La Vie
90.282,-9.517,2004,Doggin' Around
183.827,-9.693,0,Dem a Talk
140.316,-9.381,0,Roger Milla (Stadium Mix)
102.165,-2.999,0,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07)
151.882,-11.484,0,Everything's Gone
110.994,-4.442,2006,Forever Consumed Oblivion
201.651,-11.404,0,McDermott's / Boys of Blue Hill
127.992,-7.634,0,Irresistible! (Maurel & Fauvrelle LESS Mix)
79.226,-11.255,0,Red Balloon
109.051,-12.436,1989,El Arte De Amar
101.742,-5.945,1989,Pinini Reggae
101.988,-12.935,0,I Won't Let You Go Till You Bless My Soul (Album Version)
106.941,-15.995,0,Rio Grande Waltz
195.976,-8.41,2003,Honey I Sugar Pie
127.923,-12.593,1994,Phylyps Trak II/II
105.202,-13.592,1968,Stand By Your Man
145.689,-6.186,0,Young Blood (2007 Digital Remaster)
98.117,-11.851,0,Get Up & Go
165.263,-16.05,0,The Trolley Song (Live Album Version)
128.135,-37.065,2002,Acension Final Chord Rising
186.13,-15.755,0,Slimy Little Troll
100.604,-3.973,2008,Upon The Shores [Explicit]
35.898,-18.169,0,De Kommissar 1
159.723,-4.188,2007,Why Do All Girls Think They're Fat (Album)
200.061,-2.599,1999,Hero In A Dream
100.173,-5.614,0,Ji Xiang Yan Chu
133.391,-8.733,2001,Ice Cream Man
166.238,-4.62,0,Crawling Up A Hill - version 2 - mono_ live
105.813,-18.713,0,A Brazilian in New York
97.959,-9.449,2006,Mumbo Jumbo (jazz)
111.465,-8.665,0,Walk With Me
160.409,-31.412,2003,Epilog
76.986,-1.479,1999,Get On Top (Album Version)
194.156,-13.763,0,De Bombacha Y Alpargatas
107.877,-15.164,1930,Moon Going Down
118.043,-5.298,2006,Raising Children
131.938,-5.737,0,No seamos tontos
92.29,-21.412,0,My First Day At School
77.929,-16.215,0,Do You Ever Think Of Me
102.328,-13.792,0,Everything You Touch Is a Song
79.09,-5.849,0,De Tree Little Pigs
77.306,-18.719,1985,First Blood
168.946,-8.962,0,Mary Jane's Last Dance
153.738,-8.754,1997,Daughter Of Zion
100.048,-8.596,0,Ni Gota De Rencor
120.411,-8.09,0,Maria
90.666,-8.405,2005,Come To Find Out
116.949,-9.139,0,Sublime Ensoñacion
79.53,-16.937,1999,French Touch
114.061,-2.397,2007,56 Days
128.598,-11.814,1989,Victim Of Circumstance
84.103,-4.99,0,Airheads
156.074,-8.871,1997,Bubblegum
137.219,-22.492,0,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto
138.028,-11.216,0,Colonel Brown (1999 Digital Remaster)
74.166,-7.688,0,Heart Half Empty
81.809,-12.584,0,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version)
150.11,-4.238,2007,The Flame
110.323,-11.508,1961,My Greatest Desire
187.716,-4.184,0,Sta giu' (feat. Dj Rockdrive)
95.997,-11.448,0,Eu vi a maquina voadora
98.645,-12.139,0,Murderous Style
67.904,-11.156,2005,I Will Always Love You
131.578,-15.926,0,The Truth Forever
166.05,-13.898,0,The Tide Is High - Original
215.916,-5.434,0,Music Reach (1/2/3/4) (Remastered)
118.835,-7.162,2006,He Put The Hurt On Me
106.237,-17.019,0,Be Good To Me
130.716,-3.487,2000,Answer In The Question
90.009,-6.475,2005,Slip Out The Back (Album Version)
120.172,-10.727,0,Lonesome Road (1995 Digital Remaster)
120.052,-4.732,2001,Ye That Tempteth_ Ye That Bequeth
0.0,-6.318,0,Liquid Frequencies (liquid Soul Mix)
89.67,-12.469,1992,Banana Man
129.354,-8.077,0,El Cara Bonita
117.966,-6.473,2003,Chocolate
84.05,-12.468,0,Anillo de compromiso
133.811,-7.654,0,New York (Dave Goodman Demo Version) (Explicit)
158.103,-7.551,0,For Your Eyes Only
91.101,-4.853,2005,Welcome 2 Detroit
128.702,-2.617,1995,HISTORY
178.192,-8.774,0,Motindo Na Yo Te
113.156,-8.691,2002,A Costa De Galicia
95.036,-9.65,2005,Enero en la playa (Edit)
123.965,-6.917,2008,Travel Song (Reprise)
111.492,-14.293,1997,Midnight In Memphis
119.987,-6.53,0,Feelin You
99.238,-7.405,0,This Time I Know
119.194,-11.536,0,God Will Make A Way
103.009,-7.462,2002,Don't Leave
96.024,-6.654,2009,O Hiroteros Ehthros Mou
96.287,-5.911,2002,Spark
112.081,-11.786,0,He Jiu Bi Hun
86.536,-9.614,1983,Destroy Babylon
108.831,-2.932,0,Follow Your Dreams (The Plan Album Version)
120.119,-4.002,2008,Yippiyo-Ay
100.006,-14.51,0,Your God Isn't Listening
80.979,-6.518,1999,Talk About Us
180.296,-8.005,1998,Sosa (Explicit)
110.666,-9.84,1998,Señora (bonus track)
110.551,-10.566,0,"Der Wind Hat Mir Ein Lied Erzählt (from ""La Habanera"")"
122.298,-13.224,0,Gangster Of Love
200.375,-5.993,2006,FRIENDS IN FALL RIVER  (LP Version)
141.51,-18.184,0,Road Warrior's Lament
92.012,-6.478,1992,Brother
149.054,-8.334,0,Ascolta mio dio
181.549,-7.865,2004,Exaltation
140.659,-9.89,1982,Punchdrunk
184.964,-7.657,0,Morena Boca De Ouro
72.937,-16.336,1990,I Love You More Than You'll Ever Know (LP Version)
117.116,-4.639,0,Rápido Nos Vamos
141.45,-5.155,2003,El Mes Alt
86.902,-7.54,1977,Two Tickets To Paradise
162.103,-20.446,0,Nun singet und seid froh
136.459,-5.498,1995,Shake Some Action
119.903,-6.375,1983,Smooth Operator
168.248,-5.991,2007,Red Orange Yellow
117.076,-11.857,0,Biloxi
128.714,-5.371,2002,Sarah Yellin'
148.505,-13.179,2003,Bullet Frenzy
166.687,-10.791,0,Baby You Got What It Takes - Original
106.724,-4.568,0,Zalozniy
85.112,-4.059,2004,Before The Æons Came
103.77,-8.493,0,Fernando
93.235,-3.049,2000,Machine Gun Majesty [Live] (Album Version)
167.951,-5.573,0,Sentimentos Desiguais
174.282,-4.812,0,Rastafari Prophecy
89.998,-7.751,1994,Alimony
69.538,-21.881,0,Adeste fideles
120.006,-7.693,2003,Killing
130.64,-5.946,0,This This (LP Version)
145.228,-6.942,1994,On The Brink
130.691,-6.017,0,Consuelate Como Yo
142.01,-4.022,2004,Half The Fun
81.986,-6.533,2009,Damit Du Dich in mich verliebst
181.889,-4.982,2006,Drive By Music
123.049,-19.376,0,Que Cosas_ Que Cosas
182.57,-7.268,2001,Ruby D.
120.231,-13.159,0,Bounce Back
98.623,-10.72,1996,Empty Arms
85.453,-10.612,1967,Hey Joe
116.423,-17.057,2007,Fall Away Into Darkness
117.381,-10.393,1967,Neon Rainbow
109.018,-8.154,2001,Blues
115.606,-3.287,0,Brokÿn Nëedle
161.782,-6.241,2000,Risen From Within
166.906,-11.931,1996,Humppa
194.704,-10.037,0,winning friends
161.621,-18.533,0,It Has Been A Long Time_ Hasn't It
82.571,-12.21,0,Glo-Billy-Vee-Vee
41.21,-9.055,2003,You Are God (Broken Album Version)
117.892,-10.803,0,XI GUAN LIANG GE REN
167.841,-11.359,1969,Crimson And Clover
78.382,-13.227,2005,Outro Duction
74.666,-12.91,0,Barrage
92.785,-7.582,0,Adios...Borron Y Cuenta Nueva
125.02,-5.764,2003,San Xuan
94.304,-6.356,1967,A Hard Road
135.048,-13.42,0,Oh Oh Oh Baby
141.022,-17.263,0,Isn't That Just Like God (Low Key Performance Track Without Background Vocals)
123.891,-16.021,0,Laughed At The Judge
111.901,-12.392,0,Mele Wich Ayee (Shaan Remix)
95.026,-21.723,0,Christina Christina Blues
73.545,-8.301,1971,Faithful and True (Collectors Version)
88.018,-11.258,2003,Le Zoo De Vincennes
96.709,-21.506,1989,Pass Through My Will
111.004,-5.304,2000,Don't Go Knockin' On My Door
201.333,-5.516,2007,Sacrifice for the Slaughtergod
67.046,-12.838,0,La boîte à hein biloute
200.534,-2.968,0,Si No Te Hubieras Ido
140.994,-2.769,0,Cold Blood (LP Version)
108.018,-6.724,0,Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester)
92.881,-8.672,0,I Worship You
139.685,-14.409,1984,Lunes Por La Madrugada
173.709,-12.708,0,Jimi Baby
129.488,-8.059,2005,Full Of Voices
183.935,-17.92,0,More Where That Came From - Original
125.783,-7.356,1980,Fool For Your Loving
186.012,-5.814,1993,If I Run
124.534,-4.854,0,Maybe I'm Crazy (Single original version_ 2008 Digital Remaster)
85.973,-5.906,0,Heart Of The City (Soul and R&B)
185.97,-7.299,2002,Guardian Angel
121.001,-14.094,0,Melodioso
149.948,-5.563,2004,Hel Vete
196.137,-6.675,2003,Escuchame
149.317,-7.382,2003,Sending A Message
42.654,-16.163,1992,Auf Der Mundharmonika
159.798,-7.145,0,Girls Girls
145.222,-15.889,0,6 6 6
153.055,-7.123,0,Something's Missing
95.991,-8.493,0,Dornröschen war ein schönes Kind - Karaoke
115.938,-6.36,0,Wiggle (Soul and R&B)
122.799,-7.15,0,Maloba pamba
79.677,-5.56,0,Weight Of The World (Album Version)
104.469,-28.946,1972,Judge Boushay Blues
86.01,-4.834,2010,Sabotage
185.246,-18.118,0,My Heart Went That-A-Way
39.451,-15.668,2006,The Epi-Pen
108.751,-12.548,0,Baat Ban Jaye
99.968,-15.305,0,People of cloud nine
111.727,-14.919,2000,Away In A Manger
120.492,-8.874,2007,Mas P**' (America'S Mexican)
114.915,-13.659,0,Shang Zhui Ren
128.217,-5.16,2009,Loba
200.079,-4.394,0,Pacific Coast Remix
100.868,-19.492,0,Complainin'
178.574,-4.166,2004,Nordcore
64.141,-19.602,2009,Big Train
95.386,-3.062,0,The Prayer - Feat. T.O. & Timberly K. Simmons
100.694,-5.869,1999,Rock the Spot
183.58,-3.947,2002,You Say Keep It Gangsta
125.992,-8.273,2005,Pop A Cap In Yo' Ass
93.978,-3.741,2002,Swing Swang
150.032,-17.661,0,C'est Dimanche
127.267,-4.771,1997,Use Me
120.117,-3.766,0,Gib deinem Herzen ein Zeichen (Radio Mix)
146.484,-8.775,0,So. Central Rain (2006 Digital Remaster)
171.123,-21.854,0,El Corcovado (The Wood-Quail)
240.761,-5.575,0,The Portrait (Live) (Reissue) (Album Version)
86.561,-6.519,2002,Destination Eschaton (Hardfloor Vocal Mix)
162.736,-10.484,0,In De Dance Again
146.654,-9.627,0,Aquel Mundo De Amor
146.708,-11.696,2005,Living Underground
90.306,-5.508,0,Chinoiserie
133.318,-10.551,0,Perfect Tree
139.402,-14.178,1981,Careful In Career
98.018,-9.302,1954,I'm in Korea
124.748,-16.398,0,Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky)
128.092,-4.465,2007,Don't Stop The Music
143.951,-5.384,0,De pie
89.019,-5.152,2008,Disease
136.463,-9.811,0,Roll Back The Rug
121.238,-9.894,0,Money Money Money
104.856,-7.68,0,Free (Album Version)
150.024,-9.917,0,Jealousy
129.888,-5.306,1996,Ready To Go
156.65,-8.591,1986,Mama Kin
167.878,-4.678,2002,Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version)
133.912,-9.296,2003,Searching For Home
123.765,-18.354,0,Reg mich nicht auf_ Johanna
77.977,-9.528,2007,The Reason I Go On
151.049,-20.826,0,Where Were You Last Night
164.815,-5.695,0,É Sempre Assim
122.243,-7.207,1995,Cicada
111.504,-3.258,2008,The End Of The Line
126.464,-5.084,0,LA River (Acoustic)
193.84,-10.284,0,Inner City Blues (Alternate Mix) (Bonus Track)
129.626,-14.04,2007,Empire Falls
159.552,-9.727,1991,Right to Work (Live)
168.013,-6.016,1997,Princess Black
121.91,-7.877,1996,Bolero Militar
131.078,-6.695,1999,Rice Dream Girl
149.259,-8.25,0,No more going home
103.077,-20.302,0,Time After Time
152.041,-3.942,2007,Misty Mountains
143.986,-6.129,0,All I Ever Really Wanted
223.34,-5.864,2009,Brand New Broken Heart
127.803,-6.107,1993,Te quiero tanto
65.852,-14.286,0,Yesterdays
85.7,-12.026,0,Mi Sangre Latino
130.126,-3.871,0,Vincent
194.532,-2.192,2009,the fallen...
95.11,-2.679,2009,The Lifestyle That Got Away
93.174,-9.725,1997,Get Your Hustle On
88.4,-2.928,1998,Future Prospects
168.21,-3.918,1997,Skinhead on the MBTA (Album Version)
119.644,-8.096,2003,Love Attack
150.163,-3.961,2006,Above Lucium (LP Version)
186.159,-9.96,1987,Human Guinea Pig
132.109,-10.872,0,Wink Of An Eye
139.23,-13.991,0,Awesome God
90.915,-8.246,1998,Naked
38.644,-10.621,2002,Le temps des cerises
125.618,-7.286,0,Loud And Clear
89.168,-13.578,0,J'veux Du Cuir (Live)
220.104,-5.286,2008,Freeze
131.991,-8.301,0,Alli Mia Fora
122.041,-14.44,0,Lydia [Piano Version]
122.421,-10.42,1996,Dress Me Up
140.264,-7.768,0,Wo bleibt die Mark?
161.405,-10.486,2002,Love Thing
128.298,-9.057,2001,Bean Fields (Live) (2001 Digital Remaster)
186.121,-7.998,2007,Sambangole / Tres Golpes Na' Mas
116.282,-10.557,1991,Naked In The Rain (Album Version)
142.911,-6.025,0,Who Are You?
173.357,-6.618,0,There Are Things I Think You Should Know
136.932,-6.067,2003,The One I Got
115.139,-6.61,2004,Shake
124.078,-6.163,2007,Triesteitaliana
161.976,-6.83,0,Thug Queen
140.048,-15.076,0,Give Your Love To Me
151.493,-6.199,1999,Tides Of Time
88.127,-3.257,2008,So What!
172.02,-10.62,1993,Kleina Wixa
97.342,-9.978,2006,Down On The Farm (2006 Remastered Edit Version)
145.055,-13.192,1982,Two Track Dub (Dub / Instrumental Reggae Music)
91.008,-5.896,1989,Distancia
93.961,-5.129,0,Papel Quemado
150.155,-7.163,2004,Romantic Rights
150.83,-7.442,2007,If Ever
97.916,-11.31,1992,Left To Starve
140.951,-6.206,0,Lekeitio
121.596,-9.905,0,The Wedding Samba
80.023,-8.878,2007,Stairs To the Attic
77.754,-10.997,0,Prelude And Fugue In C Major BWV 545 : Prelude
160.04,-13.633,0,The Love We Had Version
79.35,-23.519,2000,Vortex
77.692,-13.816,0,Uncle Interlude
106.504,-20.082,0,Mon coeur s'ouvre à ta voix
62.894,-13.163,0,The Dynamo Of Volition [From An All Night Session]
186.582,-8.826,0,Gold Und Silber
133.953,-18.935,0,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors
182.774,-10.494,1995,Guidum
155.526,-17.437,2005,Cavasamba Um (Edit)
121.284,-11.706,0,All Kind of People
95.021,-13.762,0,Hole In The Pumpkin
158.517,-7.996,1993,Between Me & You Kid (Album Version)
153.642,-10.239,0,The One I've Been Waiting For (Diamond Days Album Version)
103.807,-1.723,0,Untitled
99.995,-3.593,2001,Una na na
151.805,-5.4,0,Can't Break This Man
154.211,-5.654,2004,The Ambush
76.166,-5.716,2001,Play That Beat
49.171,-29.521,0,Bertie's Pets (Bonus Material)
180.8,-11.567,1994,Marilyn
68.936,-5.111,0,Bladecrash Electrocution
107.011,-4.736,2006,Come Here Feat. Jay Sean
166.037,-5.227,2003,Through The Wire
133.607,-5.419,0,She's My Marijuana (LP Version)
88.343,-12.384,0,El Aranero
156.972,-10.475,0,Mash Up Mi Life
122.623,-9.433,2005,Old Friends
85.366,-2.844,2004,South Side Story
100.081,-6.677,0,In His Presence (LP Version)
127.707,-8.311,1994,Space Between Us (Album Version)
146.02,-8.815,0,Drifting Away
94.958,-11.71,1995,Position
98.436,-8.4,0,Beyond Forever (2004 Digital Remaster)
88.329,-23.684,0,Raga Anandi Kalyan (Alap_ jor and jhala)
205.972,-8.788,2005,Tetrispack
119.963,-11.537,1997,Nice 'N' Easy
74.665,-19.991,1970,Darby's Castle
121.805,-5.098,1982,Doing Time (Album Version)
59.478,-24.986,0,Phase (1972)
117.298,-13.613,0,Night Train (Album Version)
109.154,-12.806,1996,Sunny Came Home
170.412,-1.977,2002,Short On Ideas / One Last Cigarette
103.433,-5.627,2004,Got It Twisted
155.735,-4.398,1985,Liverpoolin pokia
110.178,-7.683,1995,Stand
106.117,-23.771,0,Caroline
83.053,-16.399,0,Have Thine Own Way Lord
95.301,-15.55,1992,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap)
154.356,-7.622,0,The Door
124.22,-5.8,1997,Don't Wanna Be Here (Album Version)
146.683,-5.75,2004,CNN War Theme
163.848,-13.688,2007,Now We Know
105.826,-6.89,0,Heart-Shaped Box
116.432,-11.212,0,Girls Make My Hair Loose
128.022,-5.378,2000,Spaced Invader (Ian Pooley Club Mix)
104.799,-11.611,1993,Down At The Old Corral (Album Version)
102.399,-5.962,0,Tudo Que Você Quiser
177.093,-10.99,1991,Tien An Man Dream Again
105.288,-13.11,1978,Nasty Little Lonely
102.533,-21.361,0,Tell Me Partner
111.95,-4.613,0,Ma Garçonniére
163.204,-8.311,1994,Nonfiction
93.988,-5.871,0,Money Make The World Go Around
151.936,-6.81,2009,Never Be Ready
83.905,-15.732,0,Coquí
122.022,-10.002,2004,Unlove Me
128.976,-7.168,2008,If I Know You
118.268,-9.823,0,Smoke Screen
141.652,-13.074,0,Ouverture
88.947,-6.652,0,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals)
103.206,-5.762,2008,River Is Waiting
126.984,-6.992,2002,Solid Gold (Evolution Mix) (2005 Digital Remaster)
96.027,-14.301,2002,Only One You
130.091,-9.344,2005,Little Edith
137.342,-10.175,1996,Iron Man
116.517,-4.231,2001,Johnny Can't Dance
132.115,-10.241,0,Please Remember Me
134.21,-9.535,2001,Brazil Mon Amour
95.464,-3.38,0,Honey
140.013,-5.085,0,Mad World (Money-G. Remix)
211.986,-6.874,0,Take Your Time feat. Yannick Noah
78.134,-9.073,2003,Innizar
92.924,-15.872,0,Toccata Et Fugue En Ré Mineur BWV 565
73.183,-15.754,0,Embraceable You (LP Version from 'When The Boys Meet The Girls')
62.018,-12.149,2009,Bass Pro Shop & Wal-Mart
129.393,-8.251,0,Penny In My Pocket
118.372,-7.183,0,Nadine
92.326,-21.511,0,Marie's Wedding
105.129,-15.661,0,I Love To Tell The Story  (Love To Tell The Story Album Version)
117.311,-13.345,2005,L'ombre d'une chance
111.542,-23.347,0,Queen Ida Introduction
109.135,-13.276,0,Round Two Wrap-Up
97.643,-7.711,1995,Suicidal Dream
125.088,-7.165,2000,New York
150.116,-5.425,0,Do It All Over Again
119.066,-7.46,0,She Came Along To Me (LP Version)
93.532,-5.807,1976,Extrication Love Song
137.846,-6.942,0,Skincree
199.747,-5.041,0,Dis moi
88.355,-11.837,0,Under World Dub
87.716,-16.408,0,Lil Stuntin
87.99,-6.481,0,Diss Location
137.935,-5.243,0,Did It Again (featuring Kid Cudi)
104.521,-11.947,1987,Persiana Americana (Live)
131.784,-9.839,0,Recht auf Lungenkrebs
98.824,-13.242,0,Pardesi Pind Wich Ageya
180.588,-14.252,0,Tra-La-La Musette
94.977,-10.823,0,Zeigt her eure Füße
188.068,-17.169,0,Past Meets Present
127.923,-7.564,2009,Don't Bring Flowers
170.003,-3.545,0,KORITSU HOSPITAL
91.89,-4.181,2007,Squarebiz
106.269,-20.026,0,Narrative #1
168.193,-8.432,0,Someday (Immune Album Version)
124.346,-20.02,0,Somebody's Brother (Somebody's Brother Album Version)
167.477,-14.23,2000,You Called It Madness [But I Call It Love] [Live At Royal Albert Hall]
100.331,-6.465,2007,Drugs
219.826,-14.443,1992,Scientas
177.841,-14.233,0,The Painter And The Magician
101.166,-14.669,0,Spanish Harlem
66.907,-24.422,0,Portrait Of Clare (from 'Portrait Of Clare')
99.565,-10.794,0,The Hammer Song (2010 Digital Remaster)
